PMID,Diagnostic criteria,Prevalence or Incidence,"Type (Any, early to intermediate, late-wet, late-dry)",Sex,Age,End hypothesized 95,age_start,age_end,Region,Nation,Ethnicity,First authors,Period,year_start,year_end,Sample size,Patients with AMD,proportion,standard error,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
10496392.0,,,Late,,65-72,65-72,65.0,72.0,North America,US,European ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,2343.0,9.0,0.003841229193341869,0.0012779481913857153,,,,
10496392.0,,,Late,Male,65-72,65-72,65.0,72.0,North America,US,European ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,1191.0,5.0,0.0041981528127623844,0.0018735259138569274,,,,
10496392.0,,,Late,Female,65-72,65-72,65.0,72.0,North America,US,European ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,1152.0,4.0,0.003472222222222222,0.0017330944083783187,,,,
10496392.0,,,Late,,48-72,48-72,48.0,72.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,2548.0,1.0,0.00039246467817896386,0.0003923876563593273,,,,
10496392.0,,,Late,Male,48-72,48-72,48.0,72.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,935.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,Female,48-72,48-72,48.0,72.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,1613.0,1.0,0.0006199628022318662,0.0006197705954989158,,,,
10496392.0,,,Late,,48-54,48-54,48.0,54.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,763.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,Male,48-54,48-54,48.0,54.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,283.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,Female,48-54,48-54,48.0,54.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,480.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,,55-59,55-59,55.0,59.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,761.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,Male,55-59,55-59,55.0,59.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,266.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,Female,55-59,55-59,55.0,59.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,495.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,,60-64,60-64,60.0,64.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,552.0,1.0,0.0018115942028985507,0.0018099525222687427,,,,
10496392.0,,,Late,Male,60-64,60-64,60.0,64.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,191.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,Female,60-64,60-64,60.0,64.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,361.0,1.0,0.002770083102493075,0.002766243761628557,,,,
10496392.0,,,Late,,65-72,65-72,65.0,72.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,472.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,Male,65-72,65-72,65.0,72.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,195.0,0.0,0.0,0.0,,,,
10496392.0,,,Late,Female,65-72,65-72,65.0,72.0,North America,US,African ancestry,"Klein R et al, 1999",1993-1995,1993.0,1995.0,277.0,0.0,0.0,0.0,,,,
10326966.0,Wisconsin Age-Related Maculopathy Grading System,Prevalence,Late,,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,15.0,0.019305019305019305,0.004936186807550693,,,,
10326966.0,,,Late,Male,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,10.0,0.031746031746031744,0.009878342707606676,,,,
10326966.0,,,Late,Female,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,5.0,0.010822510822510822,0.004813712394538353,,,,
10326966.0,,,Late,,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Male,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Female,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Male,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Female,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Male,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Female,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,4.0,0.013422818791946308,0.006666214205804325,,,,
10326966.0,,,Late,Male,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,2.0,0.015873015873015872,0.01113448213352701,,,,
10326966.0,,,Late,Female,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,2.0,0.011627906976744186,0.00817422877241311,,,,
10326966.0,,,Late,,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,11.0,0.13580246913580246,0.03806429883542279,,,,
10326966.0,,,Late,Male,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,8.0,0.14814814814814814,0.04834296347518819,,,,
10326966.0,,,Late,Female,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,3.0,0.1111111111111111,0.0604812282168686,,,,
10326966.0,,,Late-wet,,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,4.0,0.005148005148005148,0.00256736853571898,,,,
10326966.0,,,Late-wet,Male,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,2.0,0.006349206349206349,0.004475291576185615,,,,
10326966.0,,,Late-wet,Female,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,2.0,0.004329004329004329,0.0030544354416053078,,,,
10326966.0,,,Late-wet,,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Male,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Female,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Male,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Female,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Male,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Female,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,2.0,0.006711409395973154,0.004729731174126711,,,,
10326966.0,,,Late-wet,Male,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,1.0,0.007936507936507936,0.007904951119936466,,,,
10326966.0,,,Late-wet,Female,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,1.0,0.005813953488372093,0.005797027823670815,,,,
10326966.0,,,Late-wet,,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,2.0,0.02469135802469136,0.017242530987622132,,,,
10326966.0,,,Late-wet,Male,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,1.0,0.018518518518518517,0.018346249485727373,,,,
10326966.0,,,Late-wet,Female,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,1.0,0.037037037037037035,0.036344694923159865,,,,
10326966.0,,,Late-dry,,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,11.0,0.01415701415701416,0.0042381780626920326,,,,
10326966.0,,,Late-dry,Male,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,8.0,0.0253968253968254,0.008864379700872109,,,,
10326966.0,,,Late-dry,Female,40-99,40-99,40.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,3.0,0.006493506493506494,0.003736835729651632,,,,
10326966.0,,,Late-dry,,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Male,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Female,40-49,40-49,40.0,49.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Male,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Female,50-59,50-59,50.0,59.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Male,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Female,60-69,60-69,60.0,69.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,2.0,0.006711409395973154,0.004729731174126711,,,,
10326966.0,,,Late-dry,Male,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,1.0,0.007936507936507936,0.007904951119936466,,,,
10326966.0,,,Late-dry,Female,70-79,70-79,70.0,79.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,1.0,0.005813953488372093,0.005797027823670815,,,,
10326966.0,,,Late-dry,,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,9.0,0.1111111111111111,0.034918853391928274,,,,
10326966.0,,,Late-dry,Male,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,7.0,0.12962962962962962,0.045709588254162666,,,,
10326966.0,,,Late-dry,Female,80-99,80-99,80.0,99.0,Europe,Greece,NR,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,2.0,0.07407407407407407,0.05040102351405716,,,,
10326966.0,,,Late,,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,15.0,0.019305019305019305,0.004936186807550693,,,,
10326966.0,,,Late,Male,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,10.0,0.031746031746031744,0.009878342707606676,,,,
10326966.0,,,Late,Female,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,5.0,0.010822510822510822,0.004813712394538353,,,,
10326966.0,,,Late,,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Male,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Female,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Male,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Female,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Male,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,Female,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
10326966.0,,,Late,,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,4.0,0.013422818791946308,0.006666214205804325,,,,
10326966.0,,,Late,Male,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,2.0,0.015873015873015872,0.01113448213352701,,,,
10326966.0,,,Late,Female,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,2.0,0.011627906976744186,0.00817422877241311,,,,
10326966.0,,,Late,,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,11.0,0.13580246913580246,0.03806429883542279,,,,
10326966.0,,,Late,Male,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,8.0,0.14814814814814814,0.04834296347518819,,,,
10326966.0,,,Late,Female,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,3.0,0.1111111111111111,0.0604812282168686,,,,
10326966.0,,,Late-wet,,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,4.0,0.005148005148005148,0.00256736853571898,,,,
10326966.0,,,Late-wet,Male,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,2.0,0.006349206349206349,0.004475291576185615,,,,
10326966.0,,,Late-wet,Female,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,2.0,0.004329004329004329,0.0030544354416053078,,,,
10326966.0,,,Late-wet,,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Male,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Female,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Male,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Female,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Male,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,Female,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-wet,,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,2.0,0.006711409395973154,0.004729731174126711,,,,
10326966.0,,,Late-wet,Male,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,1.0,0.007936507936507936,0.007904951119936466,,,,
10326966.0,,,Late-wet,Female,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,1.0,0.005813953488372093,0.005797027823670815,,,,
10326966.0,,,Late-wet,,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,2.0,0.02469135802469136,0.017242530987622132,,,,
10326966.0,,,Late-wet,Male,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,1.0,0.018518518518518517,0.018346249485727373,,,,
10326966.0,,,Late-wet,Female,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,1.0,0.037037037037037035,0.036344694923159865,,,,
10326966.0,,,Late-dry,,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,11.0,0.01415701415701416,0.0042381780626920326,,,,
10326966.0,,,Late-dry,Male,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,8.0,0.0253968253968254,0.008864379700872109,,,,
10326966.0,,,Late-dry,Female,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,3.0,0.006493506493506494,0.003736835729651632,,,,
10326966.0,,,Late-dry,,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Male,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Female,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Male,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Female,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Male,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,Female,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
10326966.0,,,Late-dry,,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,2.0,0.006711409395973154,0.004729731174126711,,,,
10326966.0,,,Late-dry,Male,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,1.0,0.007936507936507936,0.007904951119936466,,,,
10326966.0,,,Late-dry,Female,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,1.0,0.005813953488372093,0.005797027823670815,,,,
10326966.0,,,Late-dry,,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,9.0,0.1111111111111111,0.034918853391928274,,,,
10326966.0,,,Late-dry,Male,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,7.0,0.12962962962962962,0.045709588254162666,,,,
10326966.0,,,Late-dry,Female,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,2.0,0.07407407407407407,0.05040102351405716,,,,
10366070.0,International classification and grading system for ARM,Prevalence,Any,,40+,40-95,40.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,4361.0,928.0,0.21279523045173127,0.006197717259728407,,,,
10366070.0,,,Any,,40-49,40-49,40.0,49.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1060.0,102.0,0.09622641509433964,0.00905782743602374,,,,
10366070.0,,,Any,,50-59,50-59,50.0,59.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1155.0,223.0,0.19307359307359304,0.011614149480938354,,,,
10366070.0,,,Any,,60-69,60-69,60.0,69.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1292.0,326.0,0.25232198142414863,0.012083801784553351,,,,
10366070.0,,,Any,,70-79,70-79,70.0,79.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,713.0,224.0,0.3141654978962132,0.017383777070256734,,,,
10366070.0,,,Any,,80+,80-95,80.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,141.0,55.0,0.3900709219858156,0.04107730109558717,,,,
10366070.0,,,Any,,40+,40-95,40.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1843.0,351.0,0.19045035268583832,0.009146395292775037,,,,
10366070.0,,,Any,,40-49,40-49,40.0,49.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,548.0,58.0,0.10583941605839416,0.01314138682054431,,,,
10366070.0,,,Any,,50-59,50-59,50.0,59.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,577.0,98.0,0.16984402079722705,0.0156320910091484,,,,
10366070.0,,,Any,,60-69,60-69,60.0,69.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,475.0,120.0,0.25263157894736843,0.019937210081227667,,,,
10366070.0,,,Any,,70-79,70-79,70.0,79.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,202.0,62.0,0.3069306930693069,0.032451352984143735,,,,
10366070.0,,,Any,,80+,80-95,80.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,41.0,13.0,0.3170731707317073,0.07267330424307175,,,,
