PMID,Diagnostic criteria,Prevalence or Incidence,"Type (Any, early to intermediate, late-wet, late-dry)",Sex,Age,End hypothesized 95,age_start,age_end,Region,Nation,Ethnicity,First authors,Period,year_start,year_end,Sample size,Patients with AMD,proportion,standard error,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,,Late,,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,15.0,0.019305019305019305,0.0049361868075506925,,,,
,,,Late,Male,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,10.0,0.031746031746031744,0.009878342707606676,,,,
,,,Late,Female,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,5.0,0.010822510822510822,0.004813712394538353,,,,
,,,Late,,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
,,,Late,Male,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
,,,Late,Female,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
,,,Late,,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
,,,Late,Male,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
,,,Late,Female,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
,,,Late,,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
,,,Late,Male,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
,,,Late,Female,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
,,,Late,,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,4.0,0.013422818791946308,0.006666214205804325,,,,
,,,Late,Male,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,2.0,0.015873015873015872,0.01113448213352701,,,,
,,,Late,Female,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,2.0,0.011627906976744186,0.00817422877241311,,,,
,,,Late,,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,11.0,0.13580246913580246,0.03806429883542279,,,,
,,,Late,Male,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,8.0,0.14814814814814814,0.04834296347518819,,,,
,,,Late,Female,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,3.0,0.1111111111111111,0.0604812282168686,,,,
,,,Late-wet,,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,4.0,0.005148005148005148,0.00256736853571898,,,,
,,,Late-wet,Male,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,2.0,0.006349206349206349,0.004475291576185615,,,,
,,,Late-wet,Female,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,2.0,0.004329004329004329,0.0030544354416053078,,,,
,,,Late-wet,,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
,,,Late-wet,Male,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
,,,Late-wet,,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
,,,Late-wet,Male,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
,,,Late-wet,,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
,,,Late-wet,Male,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
,,,Late-wet,,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,2.0,0.006711409395973154,0.0047297311741267105,,,,
,,,Late-wet,Male,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,1.0,0.007936507936507936,0.007904951119936466,,,,
,,,Late-wet,Female,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,1.0,0.005813953488372093,0.005797027823670816,,,,
,,,Late-wet,,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,2.0,0.024691358024691357,0.017242530987622132,,,,
,,,Late-wet,Male,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,1.0,0.018518518518518517,0.018346249485727373,,,,
,,,Late-wet,Female,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,1.0,0.037037037037037035,0.036344694923159865,,,,
,,,Late-dry,,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,777.0,11.0,0.014157014157014158,0.0042381780626920326,,,,
,,,Late-dry,Male,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,315.0,8.0,0.025396825396825397,0.00886437970087211,,,,
,,,Late-dry,Female,40-99,40-99,40.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,462.0,3.0,0.006493506493506494,0.003736835729651632,,,,
,,,Late-dry,,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,23.0,0.0,0.0,0.0,,,,
,,,Late-dry,Male,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,5.0,0.0,0.0,0.0,,,,
,,,Late-dry,Female,40-49,40-49,40.0,49.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,18.0,0.0,0.0,0.0,,,,
,,,Late-dry,,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,127.0,0.0,0.0,0.0,,,,
,,,Late-dry,Male,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,35.0,0.0,0.0,0.0,,,,
,,,Late-dry,Female,50-59,50-59,50.0,59.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,92.0,0.0,0.0,0.0,,,,
,,,Late-dry,,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,248.0,0.0,0.0,0.0,,,,
,,,Late-dry,Male,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,95.0,0.0,0.0,0.0,,,,
,,,Late-dry,Female,60-69,60-69,60.0,69.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,153.0,0.0,0.0,0.0,,,,
,,,Late-dry,,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,298.0,2.0,0.006711409395973154,0.0047297311741267105,,,,
,,,Late-dry,Male,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,126.0,1.0,0.007936507936507936,0.007904951119936466,,,,
,,,Late-dry,Female,70-79,70-79,70.0,79.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,172.0,1.0,0.005813953488372093,0.005797027823670816,,,,
,,,Late-dry,,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,81.0,9.0,0.1111111111111111,0.034918853391928274,,,,
,,,Late-dry,Male,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,54.0,7.0,0.12962962962962962,0.04570958825416267,,,,
,,,Late-dry,Female,80-99,80-99,80.0,99.0,Europe,Greece,European Ancestry,"Kozobolis VP et al, 1999",1993-1996,1993.0,1996.0,27.0,2.0,0.07407407407407407,0.05040102351405716,,,,
10366070.0,International classification and grading system for ARM,Prevalence,Any,,40+,40-95,40.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,4361.0,928.0,0.21279523045173127,0.0061977172597284065,,,,
,,,Any,,40-49,40-49,40.0,49.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1060.0,102.0,0.09622641509433963,0.00905782743602374,,,,
,,,Any,,50-59,50-59,50.0,59.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1155.0,223.0,0.19307359307359306,0.011614149480938354,,,,
,,,Any,,60-69,60-69,60.0,69.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1292.0,326.0,0.25232198142414863,0.012083801784553353,,,,
,,,Any,,70-79,70-79,70.0,79.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,713.0,224.0,0.3141654978962132,0.017383777070256734,,,,
,,,Any,,80+,80-95,80.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,141.0,55.0,0.3900709219858156,0.041077301095587174,,,,
,,,Any,,40+,40-95,40.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1843.0,351.0,0.19045035268583832,0.009146395292775035,,,,
,,,Any,,40-49,40-49,40.0,49.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,548.0,58.0,0.10583941605839416,0.01314138682054431,,,,
,,,Any,,50-59,50-59,50.0,59.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,577.0,98.0,0.16984402079722705,0.0156320910091484,,,,
,,,Any,,60-69,60-69,60.0,69.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,475.0,120.0,0.25263157894736843,0.01993721008122767,,,,
,,,Any,,70-79,70-79,70.0,79.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,202.0,62.0,0.3069306930693069,0.03245135298414373,,,,
,,,Any,,80+,80-95,80.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,41.0,13.0,0.3170731707317073,0.07267330424307175,,,,
,,,Any,,40+,40-95,40.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,2518.0,577.0,0.22915011914217634,0.008375622320821396,,,,
,,,Any,,40-49,40-49,40.0,49.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,512.0,44.0,0.0859375,0.012386377826138498,,,,
,,,Any,,50-59,50-59,50.0,59.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,578.0,125.0,0.21626297577854672,0.01712428116269473,,,,
,,,Any,,60-69,60-69,60.0,69.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,817.0,206.0,0.2521419828641371,0.015192216140593818,,,,
,,,Any,,70-79,70-79,70.0,79.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,511.0,162.0,0.31702544031311153,0.020584431186097055,,,,
,,,Any,,80+,80-95,80.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,100.0,42.0,0.42,0.04935585071701227,,,,
,,,Early to intermediate,,40+,40-95,40.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,4361.0,893.0,0.2047695482687457,0.0061106321942181446,,,,
,,,Early to intermediate,,40-49,40-49,40.0,49.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1060.0,102.0,0.09622641509433963,0.00905782743602374,,,,
,,,Early to intermediate,,50-59,50-59,50.0,59.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1155.0,218.0,0.18874458874458874,0.011513969266969324,,,,
,,,Early to intermediate,,60-69,60-69,60.0,69.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1292.0,318.0,0.24613003095975233,0.011983930120358964,,,,
,,,Early to intermediate,,70-79,70-79,70.0,79.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,713.0,209.0,0.29312762973352036,0.017047241612422995,,,,
,,,Early to intermediate,,80+,80-95,80.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,141.0,48.0,0.3404255319148936,0.039905561312366,,,,
,,,Early to intermediate,,40+,40-95,40.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1843.0,347.0,0.18827997829625612,0.009106312111727206,,,,
,,,Early to intermediate,,40-49,40-49,40.0,49.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,548.0,58.0,0.10583941605839416,0.01314138682054431,,,,
,,,Early to intermediate,,50-59,50-59,50.0,59.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,577.0,96.0,0.1663778162911612,0.015504024106543004,,,,
,,,Early to intermediate,,60-69,60-69,60.0,69.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,475.0,118.0,0.24842105263157896,0.019825981530942102,,,,
,,,Early to intermediate,,70-79,70-79,70.0,79.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,202.0,62.0,0.3069306930693069,0.03245135298414373,,,,
,,,Early to intermediate,,80+,80-95,80.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,41.0,13.0,0.3170731707317073,0.07267330424307175,,,,
,,,Early to intermediate,,40+,40-95,40.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,2518.0,546.0,0.21683876092136617,0.008212326132692929,,,,
,,,Early to intermediate,,40-49,40-49,40.0,49.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,512.0,44.0,0.0859375,0.012386377826138498,,,,
,,,Early to intermediate,,50-59,50-59,50.0,59.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,578.0,122.0,0.21107266435986158,0.016973467730013746,,,,
,,,Early to intermediate,,60-69,60-69,60.0,69.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,817.0,200.0,0.24479804161566707,0.015042654995807425,,,,
,,,Early to intermediate,,70-79,70-79,70.0,79.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,511.0,147.0,0.2876712328767123,0.020025252875892813,,,,
,,,Early to intermediate,,80+,80-95,80.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,100.0,35.0,0.35,0.047696960070847276,,,,
,,,Late,,40+,40-95,40.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,4361.0,35.0,0.008025682182985553,0.0013511331506388118,,,,
,,,Late,,40-49,40-49,40.0,49.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1060.0,0.0,0.0,0.0,,,,
,,,Late,,50-59,50-59,50.0,59.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1155.0,5.0,0.004329004329004329,0.0019317945922830008,,,,
,,,Late,,60-69,60-69,60.0,69.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1292.0,8.0,0.006191950464396285,0.002182396893936725,,,,
,,,Late,,70-79,70-79,70.0,79.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,713.0,15.0,0.021037868162692847,0.0053745121133949875,,,,
,,,Late,,80+,80-95,80.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,141.0,7.0,0.04964539007092199,0.01829248679541637,,,,
,,,Late,,40+,40-95,40.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1843.0,4.0,0.002170374389582203,0.001084008923873838,,,,
,,,Late,,40-49,40-49,40.0,49.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,548.0,0.0,0.0,0.0,,,,
,,,Late,,50-59,50-59,50.0,59.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,577.0,2.0,0.0034662045060658577,0.0024467252306348743,,,,
,,,Late,,60-69,60-69,60.0,69.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,475.0,2.0,0.004210526315789474,0.0029710171159079398,,,,
,,,Late,,70-79,70-79,70.0,79.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,202.0,0.0,0.0,0.0,,,,
,,,Late,,80+,80-95,80.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,41.0,0.0,0.0,0.0,,,,
,,,Late,,40+,40-95,40.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,2518.0,31.0,0.012311358220810167,0.002197531711566315,,,,
,,,Late,,40-49,40-49,40.0,49.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,512.0,0.0,0.0,0.0,,,,
,,,Late,,50-59,50-59,50.0,59.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,578.0,3.0,0.005190311418685121,0.0029888408621185454,,,,
,,,Late,,60-69,60-69,60.0,69.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,817.0,6.0,0.0073439412484700125,0.0029871220487143785,,,,
,,,Late,,70-79,70-79,70.0,79.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,511.0,15.0,0.029354207436399216,0.0074671541618130475,,,,
,,,Late,,80+,80-95,80.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,100.0,7.0,0.07,0.02551470164434615,,,,
,,,Late-wet,,40+,40-95,40.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,4361.0,17.0,0.0038981884888786974,0.0009436050119462185,,,,
,,,Late-wet,,40-49,40-49,40.0,49.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1060.0,0.0,0.0,0.0,,,,
,,,Late-wet,,50-59,50-59,50.0,59.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1155.0,3.0,0.0025974025974025974,0.0014976622756497603,,,,
,,,Late-wet,,60-69,60-69,60.0,69.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1292.0,1.0,0.0007739938080495357,0.0007736942168604333,,,,
,,,Late-wet,,70-79,70-79,70.0,79.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,713.0,8.0,0.011220196353436185,0.003944620770817284,,,,
,,,Late-wet,,80+,80-95,80.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,141.0,5.0,0.03546099290780142,0.015574918664859239,,,,
,,,Late-wet,,40+,40-95,40.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1843.0,2.0,0.0010851871947911015,0.0007669267557558376,,,,
,,,Late-wet,,40-49,40-49,40.0,49.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,548.0,0.0,0.0,0.0,,,,
,,,Late-wet,,50-59,50-59,50.0,59.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,577.0,1.0,0.0017331022530329288,0.0017315997800560691,,,,
,,,Late-wet,,60-69,60-69,60.0,69.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,475.0,1.0,0.002105263157894737,0.002103045923832607,,,,
,,,Late-wet,,70-79,70-79,70.0,79.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,202.0,0.0,0.0,0.0,,,,
,,,Late-wet,,80+,80-95,80.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,41.0,0.0,0.0,0.0,,,,
,,,Late-wet,,40+,40-95,40.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,2518.0,15.0,0.005957108816521049,0.0015335306684212588,,,,
,,,Late-wet,,40-49,40-49,40.0,49.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,512.0,0.0,0.0,0.0,,,,
,,,Late-wet,,50-59,50-59,50.0,59.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,578.0,2.0,0.0034602076124567475,0.0024424994911459393,,,,
,,,Late-wet,,60-69,60-69,60.0,69.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,817.0,0.0,0.0,0.0,,,,
,,,Late-wet,,70-79,70-79,70.0,79.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,511.0,8.0,0.015655577299412915,0.005491584060791725,,,,
,,,Late-wet,,80+,80-95,80.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,100.0,5.0,0.05,0.021794494717703367,,,,
,,,Late-dry,,40+,40-95,40.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,4361.0,22.0,0.005044714515019491,0.0010728204303949646,,,,
,,,Late-dry,,40-49,40-49,40.0,49.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1060.0,0.0,0.0,0.0,,,,
,,,Late-dry,,50-59,50-59,50.0,59.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1155.0,2.0,0.0017316017316017316,0.0012233667571704121,,,,
,,,Late-dry,,60-69,60-69,60.0,69.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1292.0,7.0,0.005417956656346749,0.002042240165407041,,,,
,,,Late-dry,,70-79,70-79,70.0,79.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,713.0,9.0,0.012622720897615708,0.004180933784912663,,,,
,,,Late-dry,,80+,80-95,80.0,95.0,North America,US,NR,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,141.0,4.0,0.028368794326241134,0.013981752503999497,,,,
,,,Late-dry,,40+,40-95,40.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,1843.0,2.0,0.0010851871947911015,0.0007669267557558376,,,,
,,,Late-dry,,40-49,40-49,40.0,49.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,548.0,0.0,0.0,0.0,,,,
,,,Late-dry,,50-59,50-59,50.0,59.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,577.0,1.0,0.0017331022530329288,0.0017315997800560691,,,,
,,,Late-dry,,60-69,60-69,60.0,69.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,475.0,1.0,0.002105263157894737,0.002103045923832607,,,,
,,,Late-dry,,70-79,70-79,70.0,79.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,202.0,0.0,0.0,0.0,,,,
,,,Late-dry,,80+,80-95,80.0,95.0,North America,US,African ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,41.0,0.0,0.0,0.0,,,,
,,,Late-dry,,40+,40-95,40.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,2518.0,20.0,0.007942811755361398,0.001768999157987701,,,,
,,,Late-dry,,40-49,40-49,40.0,49.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,512.0,0.0,0.0,0.0,,,,
,,,Late-dry,,50-59,50-59,50.0,59.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,578.0,1.0,0.0017301038062283738,0.0017286065287464918,,,,
,,,Late-dry,,60-69,60-69,60.0,69.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,817.0,6.0,0.0073439412484700125,0.0029871220487143785,,,,
,,,Late-dry,,70-79,70-79,70.0,79.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,511.0,9.0,0.01761252446183953,0.0058189116479774785,,,,
,,,Late-dry,,80+,80-95,80.0,95.0,North America,US,European ancestry,"Friedman DS et al, 1999",1985-1988,1985.0,1988.0,100.0,4.0,0.04,0.019595917942265423,,,,
